,ag,lc,dt,cc,wd,ld,fd,dw,mt,mn,p1,p2,pd,pf,wk1mc,wk2mc,w1,w2,w3,w4,w5,w1t,w2t,w3t,w4t,w5t,lt,ll3,ll2,ll1,d2l,d1l,lbx,sr,adj1,adj8,ad1,ad8,iw,al,ldiv,L3_lr,L2_lr,A_cr,C+3_cr,C_cr,B_cr,A+3_cr,g1_rg,a4_rg,g2_rg,a2_rg,a3_rg,g3_rg,g4_rg,a1_rg,f3_rg,f1_rg,f4_rg,g2_tg,g1_tg,g3_tg,g5_tg,g4_tg,r14_rc,r15_rc,r13_rc,r1_rc,r6_rc,r4_rc,r7_rc,r17_rc,r18_rc,r30_rc,r5_rc,r11_rc,r3_rc,r12_rc,r9_rc,r8_rc,r19_rc,r29_rc,r16_rc,r24_rc,r23_rc,r10_rc,r45_rc,r2_rc,r21_rc,r22_rc,r28_rc,r27_rc,r33_rc,r50_rc,r34_rc,r20_rc,r48_rc,r41_rc,r36_rc,r46_rc,r35_rc,r44_rc,r32_rc,r40_rc,t3_tc,t12_tc,t1_tc,t7_tc,t4_tc,t13_tc,t8_tc,t15_tc,t5_tc,t10_tc,t19_tc,t2_tc,t6_tc,t9_tc,t11_tc,t14_tc,t22_tc,t20_tc,t18_tc,t21_tc,t16_tc,t17_tc,tc_dc,dd_dc,ss_dc,tz_dc,gs_dc,gz_dc,ts_dc,th_dc,predictA
734,6,1,1200,0,0,3,7.9,10,0,0.0,1,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,81,-1.75,-1.0,-0.06,1.69,0.94,-1.14,6,22.86,44.88,23.25,45.27,0.0,133,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A
735,4,1,1200,0,-28,4,2.6,13,3,21.5,0,3,3,5,2,0,22.8,0.0,0.0,22.5,0.0,1,1,1,1,1,203,-1.75,-2.75,-2.0,-0.25,0.75,-0.31,3,22.08,44.66,23.01,45.59,0.0,131,2.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A
736,4,1,1200,0,-28,6,2.6,13,3,21.5,2,2,2,3,2,0,22.8,0.0,0.0,22.5,0.0,1,1,1,1,1,190,-2.5,-1.25,0.5,3.0,1.75,0.38,1,21.9,44.84,22.74,45.68,0.0,131,1.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A
737,4,1,1200,0,-28,0,2.6,13,3,21.5,0,0,0,5,2,0,22.8,0.0,0.0,22.5,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,131,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A
738,4,1,1200,0,0,0,210.0,12,0,0.0,0,0,0,5,9,0,22.9,0.0,0.0,22.7,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,E
739,4,1,1200,0,0,0,210.0,12,0,0.0,0,0,0,5,9,0,22.9,0.0,0.0,22.7,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,E
740,4,1,1200,0,0,0,210.0,12,0,0.0,0,0,0,5,9,0,22.9,0.0,0.0,22.7,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,E
741,4,1,1200,0,15,0,35.0,8,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,22.8,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B
742,4,1,1200,0,15,0,35.0,8,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,22.8,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B
743,4,1,1200,0,15,0,35.0,8,0,0.0,-1,1,1,9,0,0,0.0,0.0,0.0,0.0,22.8,1,1,1,1,1,14,-1.5,-3.0,-4.75,-3.25,-1.75,-2.0,8,23.19,43.93,22.74,43.48,0.0,125,9.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,E
744,4,1,1200,0,0,0,7.4,7,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,22.7,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B
745,4,1,1200,0,0,0,7.4,7,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,22.7,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B
746,4,1,1200,0,0,0,7.4,7,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,22.7,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B
747,4,1,1200,0,-2,0,4.9,1,0,0.0,1,2,2,7,0,0,0.0,0.0,0.0,22.8,0.0,1,1,1,1,1,14,-3.5,-2.5,-1.25,2.25,1.25,-0.64,4,22.93,45.28,22.99,45.34,77.1,124,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A
748,4,1,1200,0,-2,-2,4.9,1,0,0.0,0,-6,-6,3,0,0,0.0,0.0,0.0,22.8,0.0,1,1,1,1,1,77,-0.25,-0.75,-5.25,-5.0,-4.5,-0.75,10,23.2,45.98,23.47,46.25,11.1,124,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C
749,4,1,1200,0,-2,0,4.9,1,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,22.8,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,124,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B
750,4,1,1200,0,-9,0,56.0,9,0,0.0,0,0,0,5,1,0,23.0,0.0,0.0,23.0,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,124,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B
751,4,1,1200,0,-9,0,56.0,9,0,0.0,0,0,0,5,1,0,23.0,0.0,0.0,23.0,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,124,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B
752,4,1,1200,0,-9,-2,56.0,9,0,0.0,-2,-1,-1,9,1,0,23.0,0.0,0.0,23.0,0.0,1,1,1,1,1,77,-2.75,-3.25,-8.75,-6.0,-5.5,-0.93,11,23.38,46.16,23.65,46.43,0.0,124,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A
753,4,1,1200,0,17,-1,9.7,5,0,0.0,-3,2,2,5,0,3,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,74,-1.75,-3.5,-3.25,-1.5,0.25,-1.26,5,23.5,45.26,22.99,44.75,0.0,123,5.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B
754,4,1,1200,0,17,-6,9.7,5,0,0.0,2,-3,-3,3,0,3,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,109,-1.25,-0.5,-1.5,-0.25,-1.0,-2.24,10,23.43,44.56,23.19,44.32,8.3,123,18.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B
755,4,1,1200,0,17,-4,9.7,5,0,0.0,2,2,2,7,0,3,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,130,-4.25,-3.5,-1.5,2.75,2.0,-0.82,6,22.39,44.11,22.42,44.14,0.0,123,6.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B
756,4,1,1200,-1,20,5,330.0,6,0,0.0,-1,-3,-3,7,0,4,0.0,23.6,0.0,0.0,0.0,1,1,1,1,1,119,-3.75,-3.25,-10.75,-7.0,-7.5,-1.05,11,24.0,46.59,23.79,46.38,188.0,120,518.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,E
757,4,1,1200,-1,20,6,330.0,6,0,0.0,0,3,3,9,0,4,0.0,23.6,0.0,0.0,0.0,1,1,1,1,1,102,-6.25,-11.5,-7.0,-0.75,4.5,-0.54,1,23.12,45.04,22.64,44.56,-222.0,120,108.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,E
758,4,1,1200,-1,20,3,330.0,6,0,0.0,1,-5,-4,7,0,4,0.0,23.6,0.0,0.0,0.0,1,1,1,1,1,154,-2.75,-6.5,-28.0,-25.25,-21.5,-2.45,14,27.17,51.59,26.96,51.38,-40.0,120,290.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,E
759,4,1,1200,0,-10,0,260.0,14,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,22.7,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,117,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,E
760,4,1,1200,0,-10,-7,260.0,14,0,0.0,0,0,0,11,0,0,0.0,0.0,0.0,22.7,0.0,1,1,1,1,1,11,-7.25,-13.5,-16.0,-8.75,-2.5,-1.3,11,23.1,45.41,23.4,45.71,-104.0,117,156.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,E
761,4,1,1200,0,-10,-5,260.0,14,0,0.0,-2,1,1,11,0,0,0.0,0.0,0.0,22.7,0.0,1,1,1,1,1,77,-4.0,-5.0,-12.25,-8.25,-7.25,-2.58,11,22.48,42.86,22.81,43.19,-81.0,117,179.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,E
762,4,1,1200,0,5,-9,293.0,11,0,0.0,2,1,1,11,0,0,0.0,0.0,0.0,22.8,0.0,1,1,1,1,1,91,-6.75,-4.75,-5.0,1.75,-0.25,-0.54,7,22.72,45.02,22.57,44.87,-63.0,114,230.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,D
763,4,1,1200,0,5,-2,293.0,11,0,0.0,0,0,0,11,0,0,0.0,0.0,0.0,22.8,0.0,1,1,1,1,1,14,-3.25,-6.0,-9.5,-6.25,-3.5,-2.08,13,23.11,44.05,22.96,43.9,-105.0,114,188.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,D
764,4,1,1200,0,5,-8,293.0,11,0,0.0,1,3,3,11,0,0,0.0,0.0,0.0,22.8,0.0,1,1,1,1,1,70,-8.75,-6.75,-8.75,0.0,-2.0,-0.69,7,22.53,44.88,22.8,45.15,-123.0,114,170.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,D
765,4,1,1200,0,16,2,13.0,3,0,0.0,0,1,6,11,0,2,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,119,-6.0,-7.0,-4.0,2.0,3.0,0.77,1,23.4,46.85,22.74,46.19,0.0,116,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A
766,4,1,1200,0,16,4,13.0,3,0,0.0,1,0,-7,1,0,2,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,77,0.75,1.0,-7.75,-8.5,-8.75,-0.66,12,24.47,47.68,23.99,47.2,0.0,116,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A
767,4,1,1200,0,16,4,13.0,3,0,0.0,0,0,0,3,0,2,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,98,-1.5,-1.5,-5.0,-3.5,-3.5,-0.6,5,24.3,47.37,23.79,46.86,0.0,116,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A
768,4,1,1200,0,1,-6,8.2,2,0,0.0,-3,7,7,9,0,0,0.0,0.0,0.0,22.9,0.0,1,1,1,1,1,70,-4.75,-5.25,-5.0,-0.25,0.25,0.08,4,22.43,45.18,22.49,45.24,67.8,114,76.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B
769,4,1,1200,0,1,-1,8.2,2,0,0.0,1,-8,-8,1,0,0,0.0,0.0,0.0,22.9,0.0,1,1,1,1,1,14,-0.06,0.75,-5.0,-4.94,-5.75,-0.66,11,23.55,46.44,23.52,46.41,0.0,114,5.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B
770,4,1,1200,0,1,-8,8.2,2,0,0.0,-1,-6,-6,3,0,0,0.0,0.0,0.0,22.9,0.0,1,1,1,1,1,85,-0.06,-0.5,-7.5,-7.44,-7.0,-1.47,12,23.42,45.7,23.51,45.79,50.8,114,59.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B
771,4,1,1200,0,-13,3,81.0,4,0,0.0,0,-3,-3,5,0,0,0.0,0.0,0.0,24.0,0.0,1,1,1,1,1,11,-2.0,-2.75,-5.25,-3.25,-2.5,-2.2,12,23.33,44.76,23.72,45.15,0.0,113,53.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B
772,4,1,1200,0,-13,-9,81.0,4,0,0.0,0,1,1,11,0,0,0.0,0.0,0.0,24.0,0.0,1,1,1,1,1,137,-5.25,-7.0,-4.25,1.0,2.75,-0.26,1,22.59,45.49,22.89,45.79,0.0,113,17.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B
773,4,1,1200,0,-13,-9,81.0,4,0,0.0,1,-7,-7,3,0,0,0.0,0.0,0.0,24.0,0.0,1,1,1,1,1,116,-0.5,-1.25,-13.5,-13.0,-12.25,-3.36,10,25.05,47.1,25.14,47.19,0.0,113,48.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B
774,5,1,1200,0,-5,0,7.9,3,0,0.0,0,10,10,11,0,0,0.0,0.0,22.9,0.0,0.0,1,1,1,1,1,70,-7.5,-6.5,-4.0,3.5,2.5,0.2,2,22.16,44.67,22.31,44.82,21.1,123,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A
775,5,1,1200,0,-5,-5,7.9,3,0,0.0,-1,2,3,5,0,0,0.0,0.0,22.9,0.0,0.0,1,1,1,1,1,126,-3.0,-2.5,0.06,3.06,2.56,-0.12,6,22.47,45.18,22.68,45.39,0.0,123,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A
