,lr,ag,lc,dt,cr,rg,rc,tg,tc,cc,wd,ld,fd,dw,py,mt,mn,p1,p2,pd,pf,wk1mc,wk2mc,w1,w2,w3,w4,w5,w1t,w2t,w3t,w4t,w5t,dc,lt,ll3,ll2,ll1,d2l,d1l,lbx,sr,adj1,adj8,ad1,ad8,iw,al,ldiv,predictA
1095,L1,5,B,1400,A+3,a1,r2,g3,t10,-1,-22,7,6.0,8,0,0,0.0,1,-6,-6,1,0,0,0.0,0.0,0.0,23.4,0.0,False,False,False,True,False,tz,84,-0.25,0.06,-4.0,-3.75,-4.06,-0.87,12,23.08,45.66,23.62,46.2,10.0,123,16.0,A
1096,L2,5,B,1400,A+3,a1,r2,g3,t10,-1,-22,11,6.0,8,0,0,0.0,0,0,-7,1,0,0,0.0,0.0,0.0,23.4,0.0,False,False,False,True,False,gs,102,1.5,0.5,-5.75,-7.25,-6.25,-0.31,10,24.79,49.42,25.21,49.84,5.0,123,11.0,C
1097,L3,5,B,1400,A+3,a1,r2,g3,t10,-1,-22,12,6.0,8,0,0,0.0,0,0,-3,1,0,0,0.0,0.0,0.0,23.4,0.0,False,False,False,True,False,gs,123,1.5,1.5,-2.5,-4.0,-4.0,0.1,10,24.65,49.35,24.9,49.6,7.0,123,13.0,C
1098,L2,4,B,1400,A+3,g4,r30,g5,t21,-1,-14,12,63.0,1,0,0,0.0,-2,-2,-2,11,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,tz,140,-5.75,-6.25,-12.5,-6.75,-6.25,-1.52,14,24.54,47.21,24.49,47.16,385.0,132,448.0,E
1099,L1,4,B,1400,A+3,g4,r30,g5,t21,-1,-14,14,63.0,1,0,0,0.0,-1,4,4,11,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,zc,70,-4.0,-6.75,-10.0,-6.0,-3.25,-1.27,6,24.25,47.23,24.6,47.58,0.0,132,42.0,E
1100,L3,4,B,1400,A+3,g4,r30,g5,t21,-1,-14,10,63.0,1,0,0,0.0,-7,-4,-4,7,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,tz,175,-0.75,-5.5,-19.0,-18.25,-13.5,-2.04,14,25.29,48.37,25.37,48.45,0.0,132,54.0,E
1101,L2,5,B,1400,A+3,g1,r15,g1,t2,-1,-8,13,4.0,13,0,0,0.0,0,-2,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,98,-2.5,-2.25,-3.5,-1.0,-1.25,-0.5,7,24.9,49.13,25.05,49.28,6.0,132,10.0,A
1102,L1,5,B,1400,A+3,g1,r15,g1,t2,-1,-8,13,4.0,13,0,0,0.0,2,-1,-3,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,84,-3.75,-4.75,-4.5,-0.75,0.25,1.06,10,23.28,47.4,23.38,47.5,10.0,132,14.0,A
1103,L3,5,B,1400,A+3,g1,r15,g1,t2,-1,-8,10,4.0,13,0,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gs,130,-3.25,-2.5,-3.75,-0.5,-1.25,-0.06,5,23.93,47.85,24.23,48.15,0.0,132,4.3,A
1104,L1,6,B,1400,A+3,g1,r13,g4,t14,0,-16,0,3.6,6,0,0,0.0,0,0,0,5,0,0,0.0,0.0,22.7,0.0,0.0,False,False,True,False,False,gs,60,-7.0,-4.25,-0.12,6.88,4.13,1.61,2,22.74,47.49,23.14,47.89,0.0,130,3.7,C
1105,L2,6,B,1400,A+3,g1,r13,g4,t14,0,-16,1,3.6,6,0,0,0.0,0,1,8,11,0,0,0.0,0.0,22.7,0.0,0.0,False,False,True,False,False,tc,91,-7.5,-4.75,-1.25,6.25,3.5,-0.03,1,22.86,45.79,22.98,45.91,0.0,130,4.6,C
1106,L3,6,B,1400,A+3,g1,r13,g4,t14,0,-16,1,3.6,6,0,0,0.0,0,-3,9,9,0,0,0.0,0.0,22.7,0.0,0.0,False,False,True,False,False,tc,105,-4.75,-5.0,-2.5,2.25,2.5,0.73,2,22.52,45.99,22.76,46.23,0.0,130,4.7,C
1107,L1,4,B,1400,A+3,g1,r14,g1,t1,0,7,0,7.4,3,0,0,0.0,-3,0,0,9,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,tc,74,-6.25,-5.0,-6.5,-0.25,-1.5,-0.9,11,24.33,47.59,24.16,47.42,12.6,128,20.0,A
1108,L2,4,B,1400,A+3,g1,r14,g1,t1,-1,7,13,7.4,3,0,0,0.0,0,-4,-6,3,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,gs,123,-1.5,-4.75,-20.25,-18.75,-15.5,-1.47,12,26.89,52.11,27.01,52.23,22.6,128,30.0,C
1109,L3,4,B,1400,A+3,g1,r14,g1,t1,-1,7,11,7.4,3,0,0,0.0,0,0,0,5,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,gs,158,-2.0,-1.5,-5.0,-3.0,-3.5,-0.39,11,25.04,49.42,25.04,49.42,17.6,128,25.0,B
1110,L1,5,B,1400,A+3,a4,r12,g3,t12,0,-10,2,10.0,4,0,0,0.0,-2,4,4,11,1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,tz,98,-6.0,-8.75,-7.0,-1.0,1.75,-1.63,6,24.19,46.95,24.44,47.2,0.0,128,5.2,A
1111,L3,5,B,1400,A+3,a4,r12,g3,t12,-1,-10,10,10.0,4,0,0,0.0,0,-2,-8,1,1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,gs,130,0.06,-2.75,-16.0,-16.06,-13.25,-2.24,11,26.63,51.24,27.1,51.71,41.0,128,51.0,D
1112,L2,5,B,1400,A+3,a4,r12,g3,t12,-1,-10,13,10.0,4,0,0,0.0,2,2,-3,7,1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,112,-3.5,-3.5,-5.75,-2.25,-2.25,-0.22,10,23.44,46.73,23.83,47.12,19.0,128,29.0,A
1113,L1,7,B,1400,A+3,g3,r24,g3,t13,0,-2,0,22.0,5,0,13,23.6,1,2,5,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,105,-7.25,-5.0,-0.5,6.75,4.5,-0.4,2,23.3,46.25,23.35,46.3,0.0,124,32.0,B
1114,L3,7,B,1400,A+3,g3,r24,g3,t13,0,-2,2,22.0,5,0,13,23.6,0,1,1,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gz,193,-7.0,-6.25,-4.0,3.0,2.25,-1.46,1,22.54,44.12,23.09,44.67,0.0,124,14.0,E
1115,L2,7,B,1400,A+3,g3,r24,g3,t13,0,-2,-1,22.0,5,0,13,23.6,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gz,144,-3.25,-3.25,-2.5,0.75,0.75,-0.39,5,23.19,46.04,23.22,46.07,0.0,124,16.0,B
1116,L1,7,B,1400,A+3,a4,r3,g5,t22,0,13,0,104.0,2,1,0,0.0,-3,5,5,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,zc,74,-2.25,-6.75,-6.0,-3.75,0.75,-0.8,3,24.21,47.3,23.89,46.98,0.0,121,17.0,E
1117,L2,7,B,1400,A+3,a4,r3,g5,t22,0,13,-1,104.0,2,1,0,0.0,1,0,0,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,zc,252,-7.25,-10.0,-15.5,-8.25,-5.5,-1.69,11,23.63,46.52,24.56,47.45,0.0,121,9.2,E
1118,L3,7,B,1400,A+3,a4,r3,g5,t22,0,13,5,104.0,2,1,0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,zc,322,0.06,1.0,2.0,-1.94,-1.0,-1.85,6,24.02,46.14,24.09,46.21,0.0,121,10.0,E
1119,L2,5,B,1400,A+3,a4,r9,g2,t7,0,23,-3,10.0,7,0,0,0.0,0,0,-1,3,0,0,0.0,0.0,22.7,0.0,0.0,False,False,True,False,False,tc,74,-2.25,-2.0,-3.0,-0.75,-1.0,-0.63,7,24.27,47.69,23.98,47.4,0.0,117,5.0,B
1120,L3,5,B,1400,A+3,a4,r9,g2,t7,0,23,-12,10.0,7,0,0,0.0,0,0,-5,1,0,0,0.0,0.0,22.7,0.0,0.0,False,False,True,False,False,gs,95,0.5,0.75,-4.5,-5.0,-5.25,-0.25,10,25.51,50.3,24.74,49.53,0.0,117,4.3,B
1121,L1,5,B,1400,A+3,a4,r9,g2,t7,0,23,2,10.0,7,0,0,0.0,0,0,1,3,0,0,0.0,0.0,22.7,0.0,0.0,False,False,True,False,False,tc,63,-2.0,-1.25,-1.0,1.0,0.25,-0.34,5,24.21,47.46,23.64,46.89,0.0,117,4.6,B
1122,L3,5,B,1400,A+3,a2,r4,g5,t19,-1,-15,5,126.0,10,1,0,0.0,0,0,1,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gs,144,-9.0,-7.25,-20.5,-11.5,-13.25,-2.6,10,26.58,50.78,26.92,51.12,57.0,122,183.0,E
1123,L2,5,B,1400,A+3,a2,r4,g5,t19,0,-15,-11,126.0,10,1,0,0.0,1,0,1,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,78,-6.5,-8.25,-6.75,-0.25,1.5,0.63,5,23.53,48.26,23.83,48.56,-19.0,122,107.0,C
1124,L1,5,B,1400,A+3,a2,r4,g5,t19,0,-15,-7,126.0,10,1,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gs,60,-4.0,-3.5,-5.0,-1.0,-1.5,1.08,10,23.48,48.59,23.86,48.97,0.0,122,47.0,E
1125,L3,5,B,1400,A+3,a3,r6,g4,t15,0,-2,-14,43.0,12,0,0,0.0,1,4,2,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,91,-8.0,-4.5,-8.25,-0.25,-3.75,-1.29,6,23.63,46.44,23.75,46.56,0.0,116,96.0,A
1126,L1,5,B,1400,A+3,a3,r6,g4,t15,0,-2,-3,43.0,12,0,0,0.0,-2,0,-3,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,7,-2.5,-2.5,-2.75,-0.25,-0.25,-0.3,8,23.52,46.86,23.57,46.91,0.0,116,61.0,A
1127,L2,5,B,1400,A+3,a3,r6,g4,t15,0,-2,-5,43.0,12,0,0,0.0,5,-1,-1,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,63,-6.25,-4.5,-6.5,-0.25,-2.0,-0.88,10,23.95,47.04,23.85,46.94,59.0,116,102.0,A
1128,L3,5,B,1400,A+3,a2,r7,g1,t2,0,3,-6,12.0,9,0,0,0.0,-1,-1,-8,3,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gs,95,-1.5,-1.75,-9.75,-8.25,-8.0,-0.75,12,26.23,51.06,25.43,50.26,0.0,118,14.0,A
1129,L1,5,B,1400,A+3,a2,r7,g1,t2,0,3,-2,12.0,9,0,0,0.0,1,-7,-7,3,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tz,7,-1.0,-0.75,-6.5,-5.5,-5.75,-2.07,11,24.58,47.07,24.51,47.0,0.0,118,8.4,B
1130,L2,5,B,1400,A+3,a2,r7,g1,t2,0,3,-1,12.0,9,0,0,0.0,-1,0,-2,1,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,63,-0.5,-0.25,-1.25,-0.75,-1.0,-0.47,8,24.17,47.5,23.78,47.11,11.0,118,23.0,B
1131,L1,5,B,1400,A+3,a3,r5,g3,t11,0,-1,-4,70.0,11,0,0,0.0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gs,67,-2.0,-2.25,-2.5,-0.5,-0.25,0.65,6,23.83,48.43,23.85,48.45,0.0,118,6.9,D
1132,L3,5,B,1400,A+3,a3,r5,g3,t11,0,-1,-5,70.0,11,0,0,0.0,0,1,0,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,165,-5.0,-5.25,-2.75,2.25,2.5,-0.65,7,24.48,48.61,24.66,48.79,0.0,118,35.0,D
1133,L2,5,B,1400,A+3,a3,r5,g3,t11,0,-1,-5,70.0,11,0,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gs,137,-3.75,-1.75,-5.5,-1.75,-3.75,-0.63,10,24.37,48.36,24.5,48.49,0.0,118,29.0,D
1134,L2,4,B,1400,A+3,g4,r29,g1,t23,-1,3,8,13.0,12,0,0,0.0,2,0,-8,3,5,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,91,-1.25,-1.0,-11.0,-9.75,-10.0,-1.67,11,25.12,48.15,24.9,47.93,7.0,133,20.0,C
1135,L1,4,B,1400,A+3,g4,r29,g1,t23,-1,3,12,13.0,12,0,0,0.0,1,0,-9,3,5,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,gs,60,-2.25,-2.5,-14.25,-12.0,-11.75,-1.61,12,26.61,51.24,26.54,51.17,24.0,133,37.0,C
1136,L3,4,B,1400,A+3,g4,r29,g1,t23,-1,3,4,13.0,12,0,0,0.0,0,0,-8,1,5,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,ss,98,0.75,0.25,-5.75,-6.5,-6.0,-1.17,11,25.56,49.83,25.54,49.81,26.0,133,39.0,C
1137,L2,7,B,1400,A+3,a1,r2,g2,t8,0,-4,-5,3.9,7,0,0,0.0,-1,1,7,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,63,-6.5,-4.25,-0.01,6.49,4.24,0.05,1,22.86,45.87,22.84,45.85,0.0,122,5.4,A
1138,L1,7,B,1400,A+3,a1,r2,g2,t8,0,-4,-11,3.9,7,0,0,0.0,1,6,6,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tz,7,-7.0,-4.25,-1.25,5.75,3.0,-1.06,3,22.78,44.87,22.88,44.97,0.0,122,5.6,A
1139,L3,7,B,1400,A+3,a1,r2,g2,t8,0,-4,1,3.9,7,0,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,zc,74,-1.25,-4.0,-5.0,-3.75,-1.0,-1.37,7,24.23,47.04,24.2,47.01,0.0,122,3.7,A
1140,L1,5,B,1400,A+3,g3,r24,g2,t7,-1,13,15,6.0,3,1,0,0.0,0,4,3,11,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,tc,63,-8.25,-3.25,-3.25,5.0,0.0,-0.19,5,23.47,46.05,23.14,45.72,7.0,132,13.0,B
1141,L2,5,B,1400,A+3,g3,r24,g2,t7,-1,13,14,6.0,3,1,0,0.0,0,1,0,11,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,tc,105,-6.0,-4.5,-6.25,-0.25,-1.75,-1.37,9,24.66,47.43,24.49,47.26,0.0,132,9.4,B
1142,L3,5,B,1400,A+3,g3,r24,g2,t7,-1,13,14,6.0,3,1,0,0.0,0,0,5,11,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,tc,133,-9.25,-10.0,-5.0,4.25,5.0,0.74,2,23.49,46.82,22.94,46.27,0.0,132,5.3,B
1143,L1,5,B,1400,A+3,a3,r6,g4,t15,0,13,8,4.3,8,0,0,0.0,0,3,6,9,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,tc,105,-5.0,-3.25,2.5,7.5,5.75,0.54,1,23.13,46.28,22.81,45.96,0.0,129,6.2,A
1144,L3,5,B,1400,A+3,a3,r6,g4,t15,0,13,9,4.3,8,0,0,0.0,1,1,-4,7,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,ss,246,-6.0,-3.25,-7.0,-1.0,-3.75,-0.94,10,25.05,48.21,24.32,47.48,35.7,129,40.0,A
1145,L2,5,B,1400,A+3,a3,r6,g4,t15,0,13,13,4.3,8,0,0,0.0,1,2,5,7,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,tc,168,-3.5,-1.75,1.0,4.5,2.75,0.41,1,23.97,47.9,23.84,47.77,6.7,129,11.0,A
1146,L3,7,B,1400,A+3,a2,r7,g3,t11,-1,-5,14,101.0,4,0,0,0.0,0,0,0,11,0,0,0.0,0.0,22.5,0.0,0.0,False,False,True,False,False,ss,112,-6.25,-5.75,-11.25,-5.0,-5.5,-0.56,10,24.93,49.03,25.01,49.11,225.0,130,326.0,C
1147,L1,7,B,1400,A+3,a2,r7,g3,t11,0,-5,-2,101.0,4,0,0,0.0,1,3,3,11,0,0,0.0,0.0,22.5,0.0,0.0,False,False,True,False,False,zc,74,-3.75,-6.75,-7.25,-3.5,-0.5,-1.23,5,23.91,46.76,24.03,46.88,0.0,130,8.7,C
1148,L2,7,B,1400,A+3,a2,r7,g3,t11,-1,-5,15,101.0,4,0,0,0.0,1,2,2,9,0,0,0.0,0.0,22.5,0.0,0.0,False,False,True,False,False,tz,98,-4.0,-5.0,-11.0,-7.0,-6.0,-0.92,5,24.11,47.0,24.18,47.07,0.0,130,49.0,C
1149,L3,5,B,1400,A+3,g1,r14,g4,t17,-1,-8,15,6.0,2,0,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ts,127,-1.75,-1.75,-10.75,-9.0,-9.0,-1.26,12,25.77,50.03,25.89,50.15,6.0,129,12.0,B
1150,L1,5,B,1400,A+3,g1,r14,g4,t17,0,-8,-2,6.0,2,0,0,0.0,1,2,7,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,78,-5.0,-6.0,-2.0,3.0,4.0,0.93,1,23.43,48.04,23.63,48.24,0.0,129,5.9,A
1151,L2,5,B,1400,A+3,g1,r14,g4,t17,0,-8,-4,6.0,2,0,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ts,98,-4.75,-3.0,-2.5,2.25,0.5,-0.03,3,23.83,47.98,24.08,48.23,11.0,129,17.0,A
1152,L2,5,B,1400,A+3,g1,r15,g1,t2,0,-17,-4,9.3,6,0,0,0.0,1,1,-2,9,0,0,0.0,0.0,22.5,0.0,0.0,False,False,True,False,False,tc,105,-5.75,-4.0,-4.5,1.25,-0.5,-1.1,10,23.73,46.76,24.03,47.06,0.0,128,3.3,A
1153,L3,5,B,1400,A+3,g1,r15,g1,t2,0,-17,-3,9.3,6,0,0,0.0,1,5,5,9,0,0,0.0,0.0,22.5,0.0,0.0,False,False,True,False,False,gz,123,-5.25,-4.75,-0.5,4.75,4.25,-0.65,2,22.86,45.59,23.31,46.04,0.0,128,9.4,A
1154,L1,5,B,1400,A+3,g1,r15,g1,t2,0,-17,-4,9.3,6,0,0,0.0,-1,1,-1,9,0,0,0.0,0.0,22.5,0.0,0.0,False,False,True,False,False,tc,91,-6.0,-4.25,-9.25,-3.25,-5.0,-1.24,8,23.81,46.9,24.23,47.32,0.7,128,10.0,A
1155,L1,6,B,1400,A+3,g2,r17,g3,t13,0,-23,-2,79.0,9,0,0,0.0,0,-1,-5,5,0,3,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,gs,67,-3.0,-4.25,-8.25,-5.25,-4.0,0.21,10,23.93,48.69,24.5,49.26,0.0,127,17.0,D
1156,L3,6,B,1400,A+3,g2,r17,g3,t13,-1,-23,15,79.0,9,0,0,0.0,-2,-1,-2,11,0,3,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,ss,165,-8.5,-6.0,-23.25,-14.75,-17.25,-3.27,14,27.12,51.34,27.86,52.08,102.0,127,181.0,D
1157,L2,6,B,1400,A+3,g2,r17,g3,t13,0,-23,-5,79.0,9,0,0,0.0,-1,-2,-4,5,0,3,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,gs,95,-3.0,-3.25,-8.0,-5.0,-4.75,-0.23,11,24.61,49.44,24.94,49.77,0.0,127,7.3,D
1158,L1,5,B,1400,A+3,a3,r5,g5,t22,0,2,-5,155.0,13,0,0,0.0,-1,-2,1,9,0,0,0.0,0.0,22.5,0.0,0.0,False,False,True,False,False,tc,189,-5.0,-5.5,-5.75,-0.75,-0.25,-0.19,8,23.54,46.96,23.49,46.91,0.0,127,9.9,E
1159,L2,5,B,1400,A+3,a3,r5,g5,t22,-1,2,14,155.0,13,0,0,0.0,0,3,3,11,0,0,0.0,0.0,22.5,0.0,0.0,False,False,True,False,False,gz,242,-10.25,-8.25,-3.75,6.5,4.5,-0.21,2,22.95,45.34,22.95,45.34,72.0,127,227.0,E
1160,L3,5,B,1400,A+3,a3,r5,g5,t22,-1,2,11,155.0,13,0,0,0.0,-2,2,2,9,0,0,0.0,0.0,22.5,0.0,0.0,False,False,True,False,False,tz,256,-4.75,-5.0,-3.75,1.0,1.25,-0.92,6,23.56,46.13,23.76,46.33,71.0,127,226.0,E
1161,L1,5,B,1400,A+3,a4,r11,g3,t12,0,17,-6,38.0,1,0,0,0.0,-2,-2,-2,5,0,1,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,tz,84,-1.0,-3.75,-7.75,-6.75,-4.0,-2.76,10,23.5,43.97,23.08,43.55,0.0,123,40.0,C
1162,L2,5,B,1400,A+3,a4,r11,g3,t12,-1,17,6,38.0,1,0,0,0.0,0,0,-10,1,0,1,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,tc,105,-0.75,-1.75,-9.5,-8.75,-7.75,-1.93,13,25.1,48.27,25.25,48.42,329.0,123,367.0,E
1163,L3,5,B,1400,A+3,a4,r11,g3,t12,-1,17,8,38.0,1,0,0,0.0,-1,-7,-7,3,0,1,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,tz,133,-1.5,-1.75,-7.5,-6.0,-5.75,-2.17,12,23.08,43.82,23.11,43.85,0.0,123,93.0,C
1164,L3,7,B,1400,A+3,g2,r18,g5,t18,0,13,-7,24.0,11,1,0,0.0,0,1,3,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,168,-4.25,-2.0,-3.5,0.75,-1.5,-0.18,8,24.2,48.05,23.86,47.71,0.0,124,9.6,C
1165,L2,7,B,1400,A+3,g2,r18,g5,t18,0,13,-5,24.0,11,1,0,0.0,0,-2,-1,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,127,-7.5,-4.5,-18.75,-11.25,-14.25,-1.57,14,25.84,50.01,25.62,49.79,0.0,124,18.0,D
1166,L1,7,B,1400,A+3,g2,r18,g5,t18,0,13,-3,24.0,11,1,0,0.0,0,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,74,-4.75,-4.5,-5.5,-0.75,-1.0,-0.67,8,24.34,47.76,24.02,47.44,0.0,124,24.0,C
1167,L1,5,B,1400,A+3,g1,r13,g5,t21,0,-18,-9,18.0,14,0,3,23.4,0,1,-1,11,1,0,0.0,0.0,0.0,22.9,0.0,True,False,False,True,False,ss,127,-7.5,-4.25,-11.75,-4.25,-7.5,-0.53,12,24.06,48.19,24.44,48.57,245.0,119,263.0,C
1168,L3,5,B,1400,A+3,g1,r13,g5,t21,-1,-18,4,18.0,14,0,3,23.4,-4,1,-2,11,1,0,0.0,0.0,0.0,22.9,0.0,True,False,False,True,False,tc,203,-5.75,-4.5,-17.5,-11.75,-13.0,-2.84,14,25.4,48.43,25.97,49.0,232.0,119,250.0,E
1169,L2,5,B,1400,A+3,g1,r13,g5,t21,0,-18,-6,18.0,14,0,3,23.4,-1,0,0,11,1,0,0.0,0.0,0.0,22.9,0.0,True,False,False,True,False,tz,154,-2.0,-4.0,-13.0,-11.0,-9.0,-3.32,14,24.43,45.89,24.63,46.09,153.0,119,171.0,E
1170,L1,7,B,1400,A+3,a1,r1,g3,t10,0,31,-6,18.0,10,0,0,0.0,0,2,1,9,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,gs,67,-5.25,-6.5,-5.75,-0.5,0.75,0.97,3,24.41,49.17,23.64,48.4,0.0,117,11.0,D
1171,L2,7,B,1400,A+3,a1,r1,g3,t10,0,31,-5,18.0,10,0,0,0.0,0,0,0,5,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,ts,98,-2.0,-1.5,-10.0,-8.0,-8.5,-1.27,14,26.19,50.54,25.5,49.85,0.0,117,13.0,B
1172,L3,7,B,1400,A+3,a1,r1,g3,t10,0,31,-3,18.0,10,0,0,0.0,0,1,5,7,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,ss,127,-5.0,-3.0,-0.25,4.75,2.75,1.29,2,24.29,48.62,22.97,47.3,8.0,117,26.0,B
1173,L3,4,B,1400,A+3,a4,r3,g5,t21,0,-2,-16,171.0,5,0,0,0.0,0,-5,-5,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,zc,207,-3.0,-5.0,-7.25,-4.25,-2.25,-1.86,10,24.34,46.89,24.01,46.56,0.0,110,56.0,E
1174,L1,4,B,1400,A+3,a4,r3,g5,t21,0,-2,-1,171.0,5,0,0,0.0,0,-2,-2,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tz,7,-5.25,-4.0,-6.75,-1.5,-2.75,-1.77,7,24.03,46.36,24.08,46.41,-41.0,110,130.0,E
1175,L2,4,B,1400,A+3,a4,r3,g5,t21,0,-2,-9,171.0,5,0,0,0.0,-1,-3,-7,3,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gs,172,-0.5,-4.25,-19.75,-19.25,-15.5,-1.56,12,26.8,51.94,26.48,51.62,0.0,110,69.0,E
1176,L3,7,B,1400,A+3,g1,r13,g4,t17,-1,-17,19,4.7,10,1,0,0.0,0,-2,5,9,0,3,0.0,22.6,0.0,0.0,23.0,False,True,False,False,True,gs,172,-6.0,-4.25,-2.0,4.0,2.25,-0.2,2,23.89,47.53,24.31,47.95,5.3,133,10.0,D
1177,L2,7,B,1400,A+3,g1,r13,g4,t17,-1,-17,20,4.7,10,1,0,0.0,-3,-3,3,9,0,3,0.0,22.6,0.0,0.0,23.0,False,True,False,False,True,tc,147,-5.75,-7.75,-6.25,-0.5,1.5,-0.18,6,23.31,46.56,23.93,47.18,35.3,133,40.0,C
1178,L1,7,B,1400,A+3,g1,r13,g4,t17,-1,-17,19,4.7,10,1,0,0.0,0,0,0,11,0,3,0.0,22.6,0.0,0.0,23.0,False,True,False,False,True,gs,130,-8.75,-7.75,-3.5,5.25,4.25,1.19,4,23.02,47.18,23.44,47.6,33.3,133,38.0,C
1179,L2,5,B,1400,A+3,a3,r6,g3,t10,0,4,0,5.9,3,0,0,0.0,-1,0,0,7,0,1,0.0,23.1,0.0,0.0,0.0,False,True,False,False,False,gz,151,-3.0,-5.25,-5.25,-2.25,0.0,-0.87,6,23.9,46.71,23.68,46.49,0.0,130,8.5,A
1180,L1,5,B,1400,A+3,a3,r6,g3,t10,0,4,-1,5.9,3,0,0,0.0,1,2,2,5,0,1,0.0,23.1,0.0,0.0,0.0,False,True,False,False,False,gz,81,-3.25,-2.75,-1.0,2.25,1.75,-0.39,4,22.89,45.32,22.8,45.23,0.0,130,6.4,A
1181,L3,5,B,1400,A+3,a3,r6,g3,t10,0,4,0,5.9,3,0,0,0.0,0,0,-7,1,0,1,0.0,23.1,0.0,0.0,0.0,False,True,False,False,False,ss,165,1.75,1.25,-3.0,-4.75,-4.25,-0.58,10,24.98,49.6,25.2,49.82,0.0,130,7.2,B
