age,nameA,nameB,wdiff,ldiff,l2rwd,l2rld,l3rwd,l3rld,fd,dw,py,mtv,morn,p1,p2,pd,pf,l2p1,l2p2,l2pd,l2pf,l3p1,l3p2,l3pd,l3pf,w1btd1,w2btd1,w3btd1,w4btd1,w6btd1,wk1Bt,wk2Bt,wk3Bt,wk4Bt,wk6Bt,dc,lt,ll3,ll2,ll1,d2leng,d1leng,lbx,sr,adj1,adj8,ad1,ad8,l2adj1,l2adj8,l3adj1,l2adj8,l2itv,l2dc,l2l3,l2l2,l2l1,last2Bx,l2sk,l3dc,L3Itv,l3l3,l3l2,l3l1,last3Bx,l3sk,IWin,al,ldiv,predictA
3,蔡約翰,利敬國,-16,-13,30,-11,5,-11,3.7,4,0,NULL,NULL,2,3,3,56,1,5,5,78,2,7,7,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-2.75,-3,0.5,3.25,3.5,-0.55,2,22.29,44.9,22.77,45.38,22.25,44.68,22.68,44.68,41,同程,-4.5,-1.75,-3,-0.15,2,同程,57,-7,-3.5,-1.5,-1.04,2,NULL,114,3,4
3,徐雨石,黃皓楠,6,16,-7,17,-5,9,6.1,9,0,NULL,NULL,1,-5,-5,12,1,-1,-1,34,0,1,3,1114,23,NULL,NULL,NULL,NULL,TRUE,FALSE,FALSE,FALSE,FALSE,谷縮,35,-0.25,1,-2.5,-2.25,-3.5,-1.29,12,24.58,47.21,24.4,47.03,24.03,46.48,23.77,46.48,53,田縮,-1.75,-1.25,-2.5,-1.07,8,縮程,94,-8,-4.5,-4.5,-0.44,8,NULL,129,6.6,9
4,蔡約翰,郭能,-3,16,-5,14,0,11,10,8,0,NULL,NULL,0,-1,-1,78,1,-5,-5,34,0,2,2,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,7,-2.5,-3.75,-4.25,-1.75,-0.5,-1.59,8,23.43,44.88,23.52,44.97,23.8,46.7,23.31,46.7,28,谷縮,-1.5,-2.25,-3.5,-0.48,8,谷縮,42,-7.5,-7.75,-3.75,-0.13,5,82,131,92,2
5,高伯新,蔡明紹,0,-3,-6,15,-9,12,14,4,0,NULL,NULL,-1,-2,-2,56,0,2,2,1114,0,-9,-9,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷縮,28,-2,-4.25,-5.25,-3.25,-1,-0.84,8,23.72,46.69,23.72,46.69,23.36,46.05,24.2,46.05,42,谷縮,-9.5,-8.75,-4.25,-0.22,4,NULL,59,-0.5,-0.5,-7.75,-2.76,14,NULL,130,14,4
8,何良,莫雷拉,5,-3,-5,-2,-3,13,8.8,7,0,6,23.4,0,-7,-7,34,0,-5,-5,12,0,-1,-9,34,NULL,NULL,24,NULL,NULL,FALSE,FALSE,TRUE,FALSE,FALSE,同程,49,-1.25,-2,-3,-1.75,-1,-1.64,11,23.52,45.34,23.37,45.19,23.9,46.83,25.81,46.83,69,谷縮,0.5,0.25,-2.75,-1.03,9,縮程,105,-0.25,-1.75,-17,-0.87,12,NULL,128,7.3,3
5,蘇保羅,陳嘉熙,4,-8,3,-10,-8,-12,3.9,5,0,NULL,NULL,0,-3,-3,12,0,-4,-4,12,0,-3,-3,12,NULL,24.3,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,同程,49,-1,-0.25,-1,0,-0.75,-1.84,10,23.3,44.88,23.18,44.76,23.92,46.54,22.73,46.54,91,谷縮,-0.06,-0.06,-2.5,-1.6,8,同程,133,0.25,0.06,-1.75,-1.33,10,NULL,120,3.6,11
4,文家良,史卓豐,22,-3,-12,-5,5,-7,12,10,0,9,22.1,0,-9,-9,12,0,-4,-4,34,0,-4,-4,12,NULL,NULL,24.1,NULL,NULL,FALSE,FALSE,TRUE,FALSE,FALSE,田縮,37,-0.25,-0.25,-6,-5.75,-5.75,-2.18,12,25.06,47.37,24.4,46.71,24.17,46.83,22.68,46.83,91,谷縮,-1.5,-1.75,-5,-1.66,10,田縮,122,-1.25,-0.75,-2.5,0.01,10,8,126,20,1
5,韋達,薛恩,-4,-3,0,-5,-2,-7,20,12,0,6,23.2,-1,-2,-2,34,-1,-1,-1,910,-1,-2,-2,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷縮,28,-1,-3,-3.5,-2.5,-0.5,-0.78,7,23.5,46.43,23.62,46.55,24.25,47.02,22.76,47.02,59,NULL,-4.25,-6.25,-10.5,-1.63,8,同程,84,0.06,-1.25,-2.25,-1.1,7,NULL,125,4.5,5
6,葉楚航,潘明輝,29,-3,20,5,23,4,14,3,0,5,23.7,0,5,5,910,0,10,10,1114,1,7,7,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田縮,37,-6,-4.5,-3.25,2.75,1.25,-1.29,4,24.14,46.21,23.27,45.34,23.08,45.7,23.18,45.7,74,田縮,-7.5,-4.75,2.25,-0.31,1,谷縮,91,-7.5,-6.25,-1.5,-0.64,2,NULL,122,5.8,10
7,蘇偉賢,田泰安,11,-3,1129,123,1129,123,28,11,0,NULL,NULL,1,-1,-1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,23.5,FALSE,FALSE,TRUE,FALSE,TRUE,谷縮,315,-0.25,0.25,-0.5,-0.25,-0.75,-0.84,9,23.93,46.78,23.6,46.45,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,123,6.8,6
5,苗禮德,黃俊,7,-8,-38,-10,-12,-12,10,2,0,NULL,NULL,0,-4,-4,910,-1,3,3,910,1,-4,-4,56,NULL,NULL,23.1,NULL,21.9,FALSE,FALSE,TRUE,FALSE,TRUE,田縮,10,-8.5,-8.5,-7.75,0.75,0.75,-1.42,8,23.5,45.61,23.29,45.4,23.2,45.94,22.6,45.94,91,谷縮,-5,-5.75,-3.75,-0.76,6,田縮,122,-3.25,-1,-3.25,-0.34,11,NULL,115,7.5,8
7,鄭俊偉,利敬國,-5,-1,0,1,6,-1,5.2,1,0,NULL,NULL,3,4,4,910,0,3,3,56,1,3,3,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷縮,28,-5.25,-5.5,-3,2.25,2.5,-0.59,4,23.06,45.71,23.21,45.86,23.35,46.12,23.04,46.12,69,谷縮,-2.75,-1.75,-0.25,-0.55,3,同程,98,-3,-3.25,-4.75,-1.53,5,NULL,118,8.7,7
4,賀賢,潘頓,-14,16,0,16,8,15,2.4,4,0,NULL,NULL,0,1,-3,56,-1,0,7,1114,-1,1,-4,34,NULL,NULL,23.8,NULL,NULL,FALSE,FALSE,TRUE,FALSE,FALSE,縮程,87,-3,-3.25,-4,-1,-0.75,-1.03,9,24.08,47.07,24.5,47.49,23.42,45.48,23.63,45.48,108,縮程,-11.75,-7.25,-4,-0.88,2,縮程,155,-2,-1.5,-3,-0.4,7,12.6,133,15,6
6,呂健威,何澤堯,-7,-2,7,16,-6,12,14,12,0,2,23.2,0,6,6,1114,-1,-2,-2,910,1,-9,-9,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷增,28,-3.75,-7,-2.25,1.5,4.75,-0.01,2,21.8,43.86,22.01,44.07,23.85,47.07,24.22,47.07,56,同程,-7.25,-6.5,-7.5,-0.15,10,同程,84,-1.75,-0.75,-6.5,-0.85,11,27,131,41,3
5,何良,蔡明紹,-3,-5,-6,-3,-6,14,7.8,7,0,6,23.4,5,-1,-1,78,-1,-1,-3,34,0,-1,-7,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,25,-2,-2.25,-2.25,-0.25,0,-2.12,4,22.78,43.68,22.87,43.77,23.47,47.88,24.4,47.88,42,縮程,-1.75,-2,-3.25,0.85,8,縮程,84,1,-2,-4.5,0.11,11,25.2,128,33,4
3,葉楚航,黃俊,-9,-5,1040,120,1040,120,20,11,0,NULL,NULL,-1,-4,-4,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.8,NULL,NULL,FALSE,FALSE,TRUE,FALSE,FALSE,谷增,49,-0.25,-1.25,-6.5,-6.25,-5.25,-1.72,11,23.13,44.96,23.4,45.23,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,120,2.9,12
6,蘇偉賢,田泰安,8,6,3,4,-11,5,4.5,6,0,NULL,NULL,0,5,5,56,-2,9,9,1114,0,5,5,910,NULL,22.7,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,同程,35,-2.75,-5,1,3.75,6,0.4,2,23.13,46.24,22.89,46,22.85,45.49,23.64,45.49,56,同程,-6.25,-6,-1.5,-0.09,1,同程,69,-5.25,-6,-3,-0.47,2,NULL,125,5.7,1
3,苗禮德,史卓豐,6,0,1171,125,1171,125,78,3,0,NULL,NULL,1,-5,-5,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.9,FALSE,FALSE,FALSE,FALSE,TRUE,普通,17,-3,-3.25,-8.25,-5.25,-5,-1.83,11,24.62,47.23,24.44,47.05,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,125,67,10
4,沈集成,莫雷拉,-15,-3,-28,-4,-42,-2,9.5,10,0,NULL,NULL,1,2,2,78,-1,-2,-2,12,0,-7,-7,12,NULL,23.4,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,谷增,42,-2.75,-6.75,-1.75,1,5,-0.51,2,21.87,43.77,22.32,44.22,23.31,43.9,24.71,43.9,80,田增,0.5,-0.25,-5.5,-2.84,7,同程,161,0.5,0.25,-6.25,-1.82,9,7.5,123,17,9
4,丁冠豪,潘明輝,-3,-4,8,-6,-10,-9,19,1,0,NULL,NULL,0,3,3,1114,-2,3,3,910,0,3,3,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,17,-4,-4.25,-4.75,-0.75,-0.5,-0.37,5,23.01,45.86,23.1,45.95,22.5,43.59,22.39,43.59,37,田增,-3.5,-4.75,-4.5,-1.59,7,田增,59,-7,-5,-5,-1.9,3,117,118,136,5
5,姚本輝,利敬國,1,6,-6,-3,12,4,10,5,0,NULL,NULL,1,1,1,910,-1,-1,-1,56,1,4,4,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,14,-3.25,-3.75,-5.25,-2,-1.5,-2.15,6,24.7,47.04,24.67,47.01,22.86,45.86,23.24,45.86,49,同程,-4,-3.25,-4,0.05,8,同程,84,-4,-3.25,0.06,-0.39,6,21,119,31,2
5,鄭俊偉,梁家俊,-15,-3,-1,-7,28,-13,96,9,0,NULL,NULL,2,-1,-1,910,-1,-5,-5,78,1,-2,-2,910,23,NULL,NULL,NULL,NULL,TRUE,FALSE,FALSE,FALSE,FALSE,谷增,28,-3,-6,-4.25,-1.25,1.75,-0.53,6,22.01,44.03,22.46,44.48,23.45,45.19,23.93,45.19,126,谷增,-2.5,-4.5,-8.5,-1.92,12,田增,346,-3.5,-6,-16.25,-3.33,12,80,118,176,11
7,徐雨石,巫顯東,-11,5,-10,-5,-17,1,21,8,0,6,23.1,0,-5,-5,12,0,-8,-8,12,0,-11,-11,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷增,28,0.25,1.25,-2.75,-3,-4,-1.73,11,23.09,44.63,23.42,44.96,24.62,47.76,24.05,47.76,35,同程,4,1,-7.25,-1.63,11,谷增,49,0.06,0.25,-8.25,-2.35,12,NULL,115,14,8
4,容天鵬,楊明綸,-4,-1,-17,-6,-17,-8,201,2,0,NULL,NULL,-1,-2,-2,910,-1,-8,-8,34,-1,0,0,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-6,-9,-12.5,-6.5,-3.5,-0.46,11,23.21,46.11,23.33,46.23,23.95,46.51,24.89,46.51,255,NULL,-1.5,-1,-11.5,-1.57,13,NULL,346,-7.25,-15,-25.5,-1.69,9,105,114,306,7
5,方嘉柏,何澤堯,-8,5,1,4,6,6,7.6,3,0,NULL,NULL,0,5,5,56,-1,0,-4,56,0,-1,-1,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,42,-4.25,-5.5,0.5,4.75,6,0.28,1,22.64,45.65,22.88,45.89,24.4,47.82,23.43,47.82,87,縮程,-3.75,-2.5,-4.25,-0.86,10,同程,133,-1.75,-2,-3.25,-0.42,8,NULL,133,4.3,1
4,蘇保羅,潘頓,-12,1,-8,3,0,6,2.7,2,0,NULL,NULL,0,-1,-1,12,0,2,2,34,0,4,4,56,22.5,NULL,NULL,NULL,NULL,TRUE,FALSE,FALSE,FALSE,FALSE,同程,28,-0.25,-1.25,-1,-0.75,0.25,-0.19,6,22.8,45.74,23.16,46.1,23.25,45.92,22.97,45.92,49,同程,-2.5,-2.25,-1.25,-0.49,5,谷增,69,-0.5,-3.25,-0.75,-0.96,4,NULL,131,6.2,3
6,文家良,薛恩,-11,-1,-1,-3,-9,-5,55,8,0,NULL,NULL,-1,-4,-4,56,-1,-1,-1,910,1,-7,-7,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷增,28,-0.75,-4.5,-4.25,-3.5,0.25,-0.68,10,22.46,44.6,22.79,44.93,23.12,44.87,23.89,44.87,49,谷增,-3,-3.5,-6.75,-1.46,9,同程,147,-0.5,-0.06,-5,-1.42,11,NULL,128,27,5
3,容天鵬,楊明綸,4,0,1097,126,1097,126,408,5,0,NULL,NULL,0,0,0,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,-7.25,-9.25,-13.25,-6,-4,-0.72,11,23.94,47.04,23.82,46.92,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,-187,126,221,12
4,呂健威,田泰安,-10,1,-11,0,-9,-1,6.2,1,0,2,23.1,0,-1,-1,78,0,5,5,910,-1,2,2,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-4,-3.75,-3.5,0.5,0.25,-0.3,7,22.81,45.59,23.11,45.89,22.87,45.72,22.58,45.72,42,同程,-7.75,-8,-3.25,-0.02,2,同程,56,-2.75,-3.5,-1.75,0.54,2,NULL,124,4,4
3,蔡約翰,莫雷拉,13,3,12,1,24,-1,4.7,12,0,NULL,NULL,0,0,0,12,-1,-1,-3,56,-3,0,-2,34,NULL,NULL,NULL,NULL,23.8,FALSE,FALSE,FALSE,FALSE,TRUE,同程,56,-0.5,-0.25,-0.12,0.38,0.13,0.13,5,23.34,46.33,22.95,45.94,24.03,46.95,23.75,46.95,102,縮程,-4.5,-3.25,-7.25,-1.08,10,縮程,116,-2.5,-1.5,-5.25,-0.56,11,NULL,124,2.2,7
4,葉楚航,潘明輝,7,-4,-5,-6,1186,121,198,11,0,11,23.7,-1,-1,-7,56,1,0,0,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.3,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,縮程,45,-3.25,-4.25,-12.5,-9.25,-8.25,-2.17,13,25.45,48.64,25.24,48.43,23.96,46.49,NULL,46.49,74,NULL,-10.25,-10,-13.5,-1.61,11,NULL,NULL,0,0,0,NULL,NULL,88,121,286,6
3,徐雨石,利敬國,0,2,0,9,-7,0,7.9,7,0,7,23.7,0,9,9,1114,-1,-7,-7,56,-5,-2,-2,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-7.75,-6.25,-0.5,7.25,5.75,0.41,1,22.23,44.81,22.23,44.81,24.99,47.4,23.85,47.4,45,NULL,-1.5,-2.75,-9.75,-2.31,12,田增,122,-1.75,-4.75,-11.5,-2.87,12,82.1,122,90,10
4,何良,蔡明紹,3,1,0,0,-1,-6,10,6,0,NULL,NULL,0,-4,-4,12,1,4,4,1114,0,-1,-1,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-1.25,-0.75,-1,0.25,-0.25,-0.4,8,23.26,46,23.17,45.91,22.8,45.23,23.62,45.23,37,NULL,-6.75,-4,-6.5,-0.37,3,縮程,63,-3.75,-2,-2.75,0.12,7,NULL,121,6.9,2
6,韋達,梁家俊,5,0,13,0,11,0,33,9,0,NULL,NULL,0,1,-3,56,0,0,1,910,1,0,-4,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,31,-4.5,-4.25,-5.25,-0.75,-1,-0.87,11,23.83,46.64,23.68,46.49,23.02,46.48,23.26,46.48,53,縮程,-5.25,-4.75,-3.25,0.44,5,縮程,80,0.75,0.5,-2.5,-0.33,11,NULL,119,8.6,8
4,姚本輝,黃俊,-15,-5,-8,-7,2,-4,16,4,0,6,23.6,-1,-4,-4,56,-1,0,0,78,-2,2,2,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,14,-2.5,-4.75,-6.5,-4,-1.75,-0.91,9,23.03,45.75,23.48,46.2,22.7,44.8,22.92,44.8,42,谷增,-1.5,-6.75,-4.75,-0.81,8,谷增,69,-0.25,-2.5,-1.5,-1.29,8,8,113,24,11
9,鄭俊偉,黃皓楠,0,-1,28,-4,11,-9,191,10,0,NULL,NULL,0,-5,-5,56,1,-3,-3,34,0,-9,-9,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-2.75,-2.5,-4.5,-1.75,-2,-0.63,9,23.38,46.16,23.38,46.16,24.04,46.66,23.56,46.66,35,同程,-5.5,-2.25,-5.75,-1.54,9,同程,49,-2,-1.75,-4.75,-1.16,12,NULL,112,48,9
4,約翰摩亞,郭能,-6,-3,0,-4,17,-5,10,1,0,NULL,NULL,1,-2,-2,1114,0,1,1,56,-1,-1,-1,78,23,NULL,NULL,NULL,NULL,TRUE,FALSE,FALSE,FALSE,FALSE,普通,31,-6.25,-2.5,-6.25,0,-3.75,-1.03,12,22.77,44.78,22.95,44.96,22.56,45.61,23.19,45.61,84,同程,-3,-2.25,-0.75,0.37,7,同程,119,-2.25,-2.75,-3.5,-0.34,10,15,120,25,8
5,呂健威,何澤堯,12,9,18,10,22,1,2.6,6,0,NULL,NULL,0,0,0,12,0,0,0,12,0,2,2,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,1,1.5,2,-1,-0.5,0.33,5,23.31,46.32,22.95,45.96,23.79,46.16,22.78,46.16,42,同程,-1.5,-1,-0.75,-1.12,7,同程,294,-2,-2.5,3.5,0.54,1,NULL,130,1.9,1
5,容天鵬,楊明綸,-10,1,12,6,17,6,12,3,0,NULL,NULL,-2,0,0,34,-1,4,4,56,-2,-1,-1,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,25,-1.25,-1.5,-0.5,0.75,1,-0.51,11,23.49,46.74,23.79,47.04,23.67,46.03,23.44,46.03,42,同程,-1,-3.25,0.25,-1.13,3,縮程,63,-1.75,-1.75,-1.75,0,9,34,128,46,4
4,霍利時,薛恩,4,-2,-6,-6,-19,-6,118,7,0,NULL,NULL,1,2,2,1114,0,1,1,1114,-5,0,0,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,-6.75,-7,-5.5,1.25,1.5,0.6,3,22.51,45.56,22.39,45.44,22.41,44.82,23.86,44.82,45,NULL,-5.5,-5.25,-2.75,-0.18,5,田增,74,-1.25,-5,-11,-3.11,13,76,127,194,6
6,文家良,陳嘉熙,11,2,10,0,-2,-3,37,10,0,NULL,NULL,0,-3,-3,12,-2,-8,-8,34,0,-6,-6,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,17,1,2,-2,-3,-4,-1.79,10,24.64,47.1,24.31,46.77,24.57,47.2,23.11,47.2,37,NULL,-0.25,-2.25,-10.25,-1.94,13,同程,77,-2,-2.25,-7.25,-0.43,11,NULL,118,42,12
4,方嘉柏,莫雷拉,-9,-1,6,2,-6,-1,11,12,0,NULL,NULL,2,2,2,78,1,2,2,56,-1,3,3,910,23.3,NULL,NULL,NULL,NULL,TRUE,FALSE,FALSE,FALSE,FALSE,同程,21,-4.5,-4.5,-2,2.5,2.5,-0.56,5,22.68,45.1,22.95,45.37,23.77,45.85,23.51,45.85,42,同程,-1.75,-2.25,-0.25,-1.63,6,NULL,63,-2.75,-1.75,-5.25,-1,7,NULL,122,9.9,2
4,蔡約翰,潘明輝,-12,5,-14,0,-7,-4,15,9,0,NULL,NULL,1,4,4,56,0,-7,-7,78,0,-5,-5,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-3,-3,0.5,3.5,3.5,-0.48,2,22.69,45.11,23.05,45.47,23.15,45.56,23.16,45.56,45,NULL,-3.5,-3.25,-4.25,-0.74,13,田增,59,-0.75,-0.75,-4.25,-2.77,12,145,120,160,9
5,韋達,田泰安,8,5,12,4,15,-12,14,5,0,6,23.2,-2,0,-4,56,-2,0,2,56,1,0,1,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,37,-1.75,-1.5,-2.5,-0.75,-1,0.39,11,23.31,46.62,23.07,46.38,22.66,45.52,22.74,45.52,94,縮程,-4.25,-3,-0.5,0.32,6,縮程,116,-1.75,-1,-0.25,0.16,3,NULL,121,9.9,7
4,羅富全,潘頓,3,-1,3,9,-4,8,3.8,4,0,NULL,NULL,-1,5,5,78,0,7,7,910,0,0,0,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-4.25,-5.75,-1.75,2.5,4,-0.09,1,22.81,45.47,22.72,45.38,23.18,45.31,23.26,45.31,42,同程,-7.75,-5.75,-2,-0.78,1,同程,56,-1.5,-2,-0.75,0.4,8,NULL,120,4.2,3
5,丁冠豪,利敬國,6,-11,32,-12,19,-11,11,11,0,NULL,NULL,0,0,0,12,0,0,0,78,1,-3,-3,910,NULL,NULL,NULL,NULL,23.8,FALSE,FALSE,FALSE,FALSE,TRUE,同程,21,0.75,2.25,3.5,-2.75,-1.25,-0.39,9,22.66,45.08,22.48,44.9,22.91,45.67,23.03,45.67,77,同程,-2.25,-3,-3.25,-0.51,6,田增,122,-2,-3.75,-7.25,-2.58,10,NULL,117,13,10
7,何良,巫顯東,-11,-5,-2,-5,-1,-4,132,8,0,NULL,NULL,0,-5,-5,12,0,-10,-10,12,0,-2,-2,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,-0.5,-0.75,-3.25,-2.75,-2.5,-1.03,9,23.24,45.93,23.57,46.26,24.08,47.42,22.96,47.42,56,同程,0.75,1.5,-6.5,-0.89,12,同程,77,-1,-1,-5.25,-0.35,9,20,113,152,11
7,葉楚航,蔡明紹,3,-5,1,-5,2,-7,22,2,0,NULL,NULL,0,3,3,1114,0,2,2,1114,-2,6,6,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,-6.25,-5.75,-4.25,2,1.5,-0.52,3,23.03,45.6,22.94,45.51,23.17,45.38,23.13,45.38,42,同程,-8,-6.5,-5.25,-1.11,4,同程,69,-6.5,-8.25,-4,-0.91,2,NULL,115,18,5
6,文家良,郭能,20,20,12,18,1,15,6.3,12,0,NULL,NULL,4,5,5,1114,2,-5,-5,56,-1,-2,-2,56,NULL,NULL,NULL,22.9,22.1,FALSE,FALSE,FALSE,TRUE,TRUE,同程,91,-3.75,-3.5,-3.75,0,-0.25,-2.39,3,23.94,44.29,23.34,43.69,23.79,44.25,24.34,44.25,133,同程,-1.5,-1.75,-9,-2.79,10,NULL,235,-1,-2.5,-5,-2.43,11,46.7,133,53,10
6,蔡約翰,陳嘉熙,-11,-5,-10,-6,-2,-6,4.9,6,0,NULL,NULL,0,1,1,34,0,-1,-1,12,0,-4,-4,12,NULL,NULL,NULL,23.8,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,縮程,11,-1.5,-2,-1.25,0.25,0.75,-0.77,7,22.73,45.17,23.06,45.5,22.96,43.82,24.21,43.82,22,同程,0.5,0.06,-0.75,-2.28,5,縮程,77,0.06,0.75,-4,-2.33,9,NULL,126,5.7,2
4,葉楚航,潘頓,-6,4,-13,10,-8,8,3.8,14,0,NULL,NULL,2,0,0,56,1,7,7,910,3,-1,-1,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,34,-2.75,-3.25,-2.25,0.5,1,-1.57,4,22.48,43.45,22.66,43.63,22.78,43.82,23.58,43.82,56,同程,-1.5,-1.25,1.5,-1.44,1,同程,77,-2,-2.5,-7.25,-2.71,6,10.2,128,14,1
3,葉楚航,希威森,0,127,1031,127,1031,127,164,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.8,NULL,NULL,23.3,22.1,TRUE,FALSE,FALSE,TRUE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,127,NULL,14
3,蘇偉賢,何澤堯,0,127,1127,127,1127,127,3.7,9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.9,NULL,23.7,21.9,FALSE,TRUE,FALSE,TRUE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,127,NULL,3
3,姚本輝,梁家俊,-1,-1,1123,127,1123,127,10,1,0,10,22.4,1,7,7,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.2,FALSE,FALSE,FALSE,FALSE,TRUE,同程,22,-3,-3.5,-2,1,1.5,-1.84,2,22.72,43.66,22.75,43.69,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,127,15,5
3,苗禮德,史卓豐,-11,0,1091,127,1091,127,10,7,0,NULL,NULL,-1,-5,-5,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.7,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,田縮,28,0.75,-0.06,-4.25,-5,-4.19,-1.31,12,23.68,46.38,24.01,46.71,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,127,14,11
